Song,Artist,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,dataset,kmeans,dbscan
Can't Fight,Lianne La Havas,6G0vQhQUP8jUzAkGZ2PXRH,0.737,0.522,6,-9.205,0,0.0485,0.0772,0.00347,0.152,0.768,86.985,Not Hot,3,0
Intento Fallido No. 7,Chingadazo de Kung Fu,4XSpyx2fV1c9Iq9TYY2zXk,0.442,0.897,11,-7.1,1,0.0439,0.013,0.012,0.168,0.575,102.536,Not Hot,2,0
Wall Crawling Giant Insect Breaks,The Herbaliser,5YdXWfMBwbblzdppHRcKt5,0.834,0.905,11,-6.079,1,0.0966,0.0939,0.00227,0.634,0.836,110.004,Not Hot,0,0
Float n Flutter,Blackburri,2TypGPFyLoIbLDInw8ddD5,0.697,0.339,9,-16.335,0,0.0487,0.95,0.916,0.115,0.488,75.003,Not Hot,4,0
Waking up Next to You,Matt Large,1O9XqbawlAACCBNT1tg6YM,0.717,0.34,11,-8.782,0,0.0397,0.299,0.782,0.124,0.516,75.009,Not Hot,5,0
Smile,David Gilmour,4G1rzFZNDcReeg9BOpNimT,0.43,0.141,0,-16.376,1,0.0286,0.757,0.000499,0.127,0.143,93.577,Not Hot,6,0
Downtown,Anitta;J Balvin,3Ga6eKrUFf12ouh9Yw3v2D,0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,Not Hot,3,0
Intro : Walk the Line,ENHYPEN,3yXUG6wZczeYgCE3L0z2pD,0.45,0.779,8,-5.327,0,0.0372,0.0147,0.000476,0.089,0.275,83.935,Not Hot,3,0
God N Gun,Govana,3wDVBSoz1fXNguU1vu8EME,0.607,0.492,11,-10.189,0,0.512,0.535,7.3e-06,0.0995,0.203,131.98,Not Hot,3,0
"Disney's Halloween Parade ""Let's Go, Villains!"" - Edited Version",Tokyo Disneyland,0tTTP6Pu4EdhRUJjyxIJqq,0.506,0.884,0,-5.708,1,0.126,0.24,0.0,0.192,0.668,167.966,Not Hot,7,0
Satisfya,Imran Khan,6HGoVbCUr63SgU3TjxEVj6,0.726,0.652,1,-7.764,0,0.11,0.00451,3.32e-05,0.226,0.803,163.879,Not Hot,3,0
Seesoar,Ochre,3kzHXh74VE5czxO3lHFsRo,0.393,0.876,0,-11.533,0,0.0456,0.149,0.82,0.187,0.346,127.994,Not Hot,5,0
Twinkle Twinkle Little Star (Petite Etoile),Babyboomboom,4wggh6q31rr0AVSt0sKATQ,0.66,0.183,10,-14.816,1,0.0328,0.928,0.0,0.128,0.426,110.353,Not Hot,6,0
The Lighthouse,George Skaroulis,7sjzYqCpnomdelM5j0JDhK,0.232,0.408,8,-13.243,0,0.0379,0.968,0.503,0.375,0.152,112.527,Not Hot,4,0
Somersault,Zero 7;Sia,6CgIaRVXNmpUgeVuHmA4a2,0.28,0.386,0,-10.889,1,0.0275,0.194,0.0222,0.337,0.163,146.82,Not Hot,7,0
Boozed - Edit,Korsakoff,47bweAQBrsV1Vi3hDmEIAo,0.462,0.978,6,-4.089,0,0.0951,0.0569,0.42,0.168,0.33,168.624,Not Hot,7,0
You'll Be UNDER MY WHEELS,The Prodigy,3vc1sGOGAVxhx8S1kERqyn,0.672,0.944,4,-5.214,0,0.0761,0.0102,0.9,0.321,0.382,114.015,Not Hot,5,0
Favorita,Ozuna,2sZzEKY3DxpY8V87SuYoU2,0.783,0.489,0,-4.853,0,0.0956,0.141,0.00915,0.303,0.732,170.003,Not Hot,3,0
At My Worst,Pink Sweat$,0ri0Han4IRJhzvERHOZTMr,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,Not Hot,2,0
Climate Controllers,Napalm Death,0SPrbJrbaieWz7oqtvi6VO,0.302,0.994,1,-4.119,1,0.141,1.35e-05,0.689,0.305,0.156,111.05,Not Hot,5,0
Ouviu-Se Falar - Extra - Turne Internacional,Charlie Brown Jr.,74cr9tXA7jk1KY1QkA0VFD,0.335,0.95,1,-5.626,0,0.28,0.00377,1.22e-05,0.119,0.312,89.384,Not Hot,3,0
Only When You Leave,Spandau Ballet,5zcgD6dnDWZB4fVGvVN2iv,0.585,0.831,7,-6.206,0,0.0453,0.244,4.64e-06,0.0539,0.701,137.271,Not Hot,3,0
Ay Corazón,Cali Y El Dandee,0yJYYdWIQ0VR1Zz4CAweO7,0.728,0.711,5,-4.477,0,0.081,0.0183,0.0,0.0727,0.782,172.068,Not Hot,3,0
Rebel Fate,Cobra Skulls,48SL6DNBgvrm3aHkS8NLPI,0.37,0.826,0,-5.613,1,0.0351,0.000133,0.00148,0.175,0.721,97.029,Not Hot,2,0
Sochta Houn,Nusrat Fateh Ali Khan;A1Melodymaster,5wNpnKRUxbPoIpDXFZ5NkU,0.8,0.634,1,-5.895,0,0.132,0.356,0.000605,0.0733,0.46,100.001,Not Hot,3,0
Carried Away (Love To Love) (with Madison Beer),Surf Mesa;Madison Beer,4IvuPZogXbY7LODs7qzr0W,0.518,0.683,1,-5.295,1,0.0364,0.346,0.0,0.311,0.304,141.971,Not Hot,7,0
Levitating,Dua Lipa,3aEJbbODCrHdZh2qY6dRy1,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,Not Hot,3,0
Amor Bravío,Asdrubar,6Ruu3dZ46z7y8t5CqLSybq,0.666,0.918,2,-5.673,0,0.0539,0.178,0.000218,0.331,0.945,195.026,Not Hot,3,0
"Failing, Flailing",Streetlight Manifesto,7g96GMqMFfkrzEvDwSIWzQ,0.648,0.896,9,-5.546,1,0.0825,0.0426,2.15e-06,0.0675,0.794,137.804,Not Hot,2,0
The Man Who Laughs - New Version,Rob Zombie,4UJ8UD6u5LTtnltECvdD6k,0.302,0.77,7,-3.976,1,0.0339,0.00183,0.851,0.197,0.0377,141.978,Not Hot,5,0
Control,NORMANDY;Lynn Miller,3XYi7KXhUG4kDaz34o3F1g,0.709,0.156,3,-17.424,1,0.0357,0.924,7.77e-05,0.0895,0.188,109.799,Not Hot,6,0
Silent Mountain,Wayr,4Y4clPf2fpTKSGYHgtXThH,0.478,0.428,8,-18.998,0,0.0435,0.0763,0.904,0.118,0.08,126.025,Not Hot,5,0
"Geil man, Wochenende",Micha von der Rampe,1rtjZVYQOGcQj5KVBeSB8N,0.767,0.944,0,-4.07,1,0.116,0.148,0.0,0.0896,0.614,145.032,Not Hot,2,0
Água Viva,Oficina G3,6jZeCjc01WUhtMwEmQLlhg,0.294,0.89,8,-2.877,1,0.0747,0.0019,7.14e-06,0.081,0.239,114.727,Not Hot,7,0
Family Outings,Larry The Cable Guy,3LNnPvkxj4m1lOWvSyTihG,0.563,0.794,6,-10.696,0,0.93,0.79,0.0,0.466,0.327,127.615,Not Hot,1,1
Great Things,Phil Wickham,1csG2fLT075hqfjW7gdWkS,0.508,0.881,1,-5.459,0,0.0486,0.00257,0.0,0.128,0.339,101.989,Not Hot,3,0
Wanted,Hunter Hayes,0f1svjHSiaCJif6noKKVHa,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,Not Hot,7,0
イト,Creep Hyp,4v6edT4Ogf8qXGphyFfg1u,0.627,0.794,1,-3.765,0,0.0317,0.0542,0.0,0.302,0.95,131.973,Not Hot,3,0
Christmas Time,Bryan Adams,3Dz8VohgvbYkf6OS99H0vT,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,Not Hot,6,0
Forró do Xenhenhem,Alcione,7GBQOLaOLRDQNdHcIWRnL5,0.533,0.887,0,-6.554,1,0.0672,0.138,0.0,0.208,0.964,105.727,Not Hot,2,0
Tão Profundo - Ao Vivo,Ministério Vineyard;Juliano Son,6PwUrANpxsv6k6YA5lCdzx,0.408,0.86,1,-5.107,1,0.0657,0.0805,0.0,0.983,0.244,107.972,Not Hot,0,0
Fome,Murica;BEATDOMK,1TH76WANjOJrmHKDQP9n4u,0.637,0.394,0,-11.175,1,0.317,0.399,0.000884,0.107,0.225,88.145,Not Hot,6,0
Ala,Joep Beving,0vzSIBAqnN1HzvWrPbh6VF,0.384,0.125,10,-22.4,1,0.0315,0.987,0.929,0.112,0.369,80.185,Not Hot,4,0
Ya Llegó,Pirulo y la Tribu,6StCDpEBmF9pWy9dFlMUO6,0.782,0.865,0,-3.942,1,0.0566,0.196,0.0,0.306,0.571,106.052,Not Hot,2,0
Leonora,Emma Shapplin,191Tg9ZpGyjqP5sLO5gg3V,0.295,0.525,9,-8.716,1,0.0425,0.36,0.000102,0.164,0.136,69.014,Not Hot,6,0
La Mesera,Mike Laure,2Q5sHXMgubbFfiwi74FqsV,0.775,0.697,5,-4.354,1,0.0374,0.788,0.0,0.0683,0.974,152.183,Not Hot,2,0
Need to Live,Terrorizer,2EhRYGTC6cX5k1arV7mdsv,0.248,0.979,8,-13.399,1,0.0759,7.14e-06,0.949,0.212,0.0399,117.195,Not Hot,5,0
Pull the Wire,HORSKH,2pD5n6o114anm9oc4Iu0zV,0.597,0.957,7,-4.684,1,0.124,5.59e-05,0.742,0.139,0.318,125.014,Not Hot,5,0
Remember (feat. Stevie Appleton),Sonny Fodera;Gorgon City;Danny Howard;Stevie Appleton,5Cv9UBYh2VkiCspwh4Wog5,0.655,0.89,5,-6.434,0,0.0611,0.101,0.0149,0.488,0.328,127.979,Not Hot,3,0
Malang,Pritam;Siddharth Mahadevan;Shilpa Rao;Sameer Anjaan,65bMbbRjIlGyJBgQRi6Qvv,0.514,0.873,4,-7.76,0,0.139,0.172,0.0,0.482,0.583,173.03,Not Hot,7,0
Driving Home For Christmas,Michael Ball,2OEanzXtJZRfilyKqixr2y,0.569,0.526,9,-10.204,1,0.0285,0.709,0.00102,0.326,0.607,90.027,Not Hot,6,0
"La traviata / Act 1: Un dì felice, eterea",Giuseppe Verdi;Luciano Pavarotti;Dame Joan Sutherland;National Philharmonic Orchestra;Richard Bonynge,2UShCswPXAcWwYJNUs8e8e,0.289,0.113,5,-20.331,1,0.0451,0.946,8.65e-06,0.109,0.0806,73.889,Not Hot,4,0
Eve Of Destruction,The Chemical Brothers,6WKlbp24TraMPpWhQtU1Kp,0.801,0.857,6,-5.775,0,0.0604,0.076,0.00458,0.0847,0.633,125.966,Not Hot,3,0
Nada pra Fazer,Vou pro Sereno,7Hy7Wt77IHShFeJNi8aKtm,0.757,0.795,5,-4.971,1,0.0938,0.461,0.0,0.226,0.962,112.042,Not Hot,2,0
RIDING,Aries,4JnX8tY9me7jHqDwgifhwU,0.777,0.702,4,-6.374,0,0.041,0.0308,0.0,0.0804,0.569,121.016,Not Hot,3,0
Heffalumps and Woozles,Billboard Baby Lullabies,1FUCKL0Q7UZBz3J1eUjSbJ,0.225,0.257,0,-16.993,0,0.0443,0.992,0.901,0.165,0.295,220.084,Not Hot,4,0
El Agente,Miranda!,40et7qQsExZbORdbXtR034,0.71,0.877,2,-4.921,1,0.0628,0.111,1.78e-06,0.0607,0.85,91.994,Not Hot,2,0
Os Planos de Deus (Ao Vivo),Samuel Messias,3XPDJCrttwr4G1GroE0J9w,0.538,0.388,1,-10.023,1,0.0292,0.337,0.0,0.164,0.267,125.913,Not Hot,6,0
"Uljhe Hue - From ""Uljhe Hue""",Osho Jain;Melissa Srivastava,0tEAGQTo2PXnWFKn99x0a7,0.532,0.123,5,-10.427,1,0.0346,0.908,0.0,0.0729,0.256,76.569,Not Hot,6,0
Alles klar! Ist der Beat schon da! Wir tanzen Hoppsasa! - Kraftbrenner Remix,Berlin Minimal;Kraftbrenner,6IOH9p0AZbyw3KsEPekvxo,0.802,0.892,1,-7.671,1,0.0698,0.000734,0.892,0.0862,0.281,123.985,Not Hot,5,0
Young Again,Hardwell;Chris Jones,2pnappP4F4nlPnYxGn5Ktt,0.571,0.786,7,-4.497,1,0.0335,0.028,0.0,0.713,0.228,129.003,Not Hot,0,0
Last Time,Ömer Balık,6VmK90qPxCYXku3fpry4EI,0.737,0.373,9,-12.446,0,0.0438,0.381,0.195,0.219,0.38,103.994,Not Hot,3,0
Churchill Downs,Jack Harlow;Drake,6MMB9EotY47IvE71cdiKS5,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,Not Hot,2,0
What If,Five For Fighting,22KbVMZekQbkrHGrubQTpQ,0.565,0.895,0,-5.354,1,0.04,0.194,0.0,0.101,0.592,149.919,Not Hot,7,0
Pony,Ginuwine,6mz1fBdKATx6qP4oP1I65G,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,Not Hot,3,0
Stabbing In The Dark,Ice Nine Kills,6gRiwTlKLG2lHyu1M8Iwh6,0.333,0.943,10,-4.184,0,0.149,0.00123,0.0,0.0609,0.292,164.979,Not Hot,7,0
It's My Life,No Doubt,3A5GWLRz25wpL8yx4vf0sq,0.606,0.75,8,-4.535,0,0.0306,0.0026,0.000795,0.321,0.771,126.316,Not Hot,3,0
Somebody - Edit,Sebjak;Fahlberg,6cdZ4dvrNBK7ZjN896yVw3,0.701,0.731,4,-8.418,0,0.0402,0.0295,0.828,0.165,0.736,121.987,Not Hot,5,0
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,6zglcAb1AC9WGeZYzmZQEr,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,Not Hot,3,0
Eru,Abayomy Afrobeat Orquestra,27C5Nl5mQgWjlFNtNiVeHc,0.565,0.906,2,-7.053,1,0.0957,0.0553,0.0266,0.0975,0.84,133.283,Not Hot,2,0
Anak Jaman,Stand Here Alone,5fdr0qZcygx9NFbIhFDcaH,0.579,0.945,2,-2.494,1,0.0385,0.00421,8.75e-06,0.102,0.667,116.033,Not Hot,2,0
我以為,Victor Wong,6odiUPjUgSSdqTJEcF9uEs,0.479,0.657,8,-6.294,1,0.032,0.65,0.0,0.115,0.238,76.966,Not Hot,6,0
嘘,SID,0ODOmKxO0CKv4DzoP3HHIC,0.438,0.939,11,-3.545,0,0.0586,0.0118,0.0,0.212,0.842,179.853,Not Hot,3,0
WTF,Still Woozy,040wa7JKXeVWLjkVYHxtQe,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,Not Hot,2,0
Usuraiya Tholaichaen,Stephen Zechariah;Pragathi Guruprasad,12D1SCxBRDjbROUa5GQkf1,0.567,0.585,9,-9.32,0,0.0329,0.517,4.84e-06,0.115,0.374,99.935,Not Hot,3,0
"Young, Wild & Free",Snoop Dogg;Wiz Khalifa;Bruno Mars,274sq7UtbMqE8hoswJPagJ,0.722,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.532,95.022,Not Hot,2,0
"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio",Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,64ta7ZvTJeThz7Ns4LmAHS,0.428,0.237,7,-13.764,0,0.0351,0.987,0.896,0.0849,0.357,79.904,Not Hot,4,0
"Movement, No. 4",Alireza Mashayekhi;National Symphony Orchestra of Ukraine;Vladimir Sirenko,0HM9A6FvxqBIehkyPOaBKX,0.158,0.169,9,-19.168,0,0.0361,0.934,0.921,0.0849,0.0371,78.383,Not Hot,4,0
god(s),Jean-Michel Blais,1e8dAsCOTWT9FjOlRqi0Qp,0.233,0.0146,7,-23.575,1,0.0447,0.976,0.917,0.125,0.0365,74.132,Not Hot,4,0
Ponto Fraco / Pra Ver o Sol Brilhar / Lua Vai / Final de Tarde,Vou Zuar,2rGFYChVuzHNSfCA5eO7mD,0.587,0.713,5,-7.395,1,0.0362,0.54,0.0,0.365,0.689,167.933,Not Hot,2,0
Ocean Quiet,Lucas Estrada;NEIMY,6zFCci00787rGrLkWDwog8,0.789,0.638,11,-7.515,0,0.045,0.171,0.0337,0.274,0.427,117.026,Not Hot,3,0
Deep Inside,Maur,3NiB3v3elOuAy4Ij51F4Sl,0.637,0.936,11,-5.274,0,0.0371,0.0465,0.00015,0.104,0.497,126.027,Not Hot,3,0
Desse Jeito É Ruim Pra Mim / Sinais / Essa Tal Liberdade / Depois do Prazer / Teu Segredo / Tá Vendo Aquela Lua (Cover) - Acústico,Na Hora H,6kqHbJE6KbGlFPcNUE4kpI,0.394,0.453,9,-12.06,1,0.0653,0.794,1.03e-05,0.224,0.701,159.915,Not Hot,6,0
Nervous Tics (feat. Holly Walker),Maribou State;Holly Walker,2oJ8Il24SIiDCJv39RYzPp,0.811,0.615,0,-9.41,0,0.0446,0.761,0.578,0.0974,0.743,125.99,Not Hot,3,0
Amor pra recomeçar,Frejat,3Xomal5ygcaPbGUwVqVtEg,0.564,0.856,7,-4.994,1,0.0363,0.215,0.0,0.337,0.726,120.528,Not Hot,2,0
Almost (Sweet Music),Hozier,7uttm8Iurm5uK67Vr9G2Sp,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,Not Hot,2,0
Alô,Danieze Santiago;Devinho Novaes,3Icm34joOyDhzBoyaqthtK,0.81,0.701,11,-4.531,0,0.033,0.544,0.0,0.152,0.695,127.994,Not Hot,3,0
後來,Rene Liu,2wzXhxWPX0aODraKNXoJYY,0.677,0.5,3,-8.285,1,0.0265,0.69,0.0,0.174,0.375,149.784,Not Hot,6,0
A Porta,Fredy Miller,25FVKRD6XUowfcii9f4xOB,0.475,0.515,9,-10.574,1,0.0302,0.00404,0.000369,0.0903,0.139,131.969,Not Hot,7,0
Georgia Time,Riley Green,1PaIRzJB1zB0jCxUPrW9OV,0.594,0.621,6,-6.23,1,0.0272,0.041,0.0,0.117,0.671,77.005,Not Hot,2,0
The Intern,Ian Bagg,4Etk7YJv4vOAA4ekfRhxbf,0.43,0.902,5,-10.702,1,0.925,0.932,5.11e-06,0.93,0.238,95.233,Not Hot,1,1
I See You,Adam Turley,2RGWrbdINWdxBUll7sQzVL,0.649,0.517,2,-8.016,1,0.0334,0.176,1.2e-05,0.171,0.456,144.89,Not Hot,2,0
Chjornye glaza,Pyotr Leshchenko,4CrOTryuYvZ2fHMF8C098T,0.491,0.297,7,-10.551,0,0.0498,0.954,0.0,0.168,0.46,106.763,Not Hot,6,0
Atmosphere,BLVKSHP,6f2CmmgE9LM9MpyF5qJVu9,0.0954,0.0847,0,-26.166,1,0.0456,0.969,0.887,0.0826,0.0356,164.752,Not Hot,4,0
Sofri em Dobro - Ao Vivo,Diego & Arnaldo,59LLuYn7RZRpBMAdSi917u,0.648,0.85,7,-4.48,1,0.0467,0.788,0.0,0.491,0.545,115.95,Not Hot,0,0
Momentos,RDN;Vitinho;Caju Pra Baixo,5qgUN8PUdtXen2QHd34g4B,0.559,0.726,7,-9.051,1,0.0339,0.526,0.0,0.0868,0.756,164.121,Not Hot,2,0
Dragula,Rob Zombie,6VNgUdPze583ZMIqe9EAyF,0.579,0.978,0,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,Not Hot,3,0
Open Sky,Maneli Jamal,4TeiAujmoMNGBF8KtdSczE,0.445,0.237,4,-15.108,1,0.0414,0.96,0.883,0.114,0.338,141.063,Not Hot,4,0
Cannonball,Damien Rice,3N9B5b5buHxACNc3GL5oAJ,0.634,0.323,1,-13.533,1,0.0318,0.83,9e-05,0.125,0.488,147.943,Not Hot,6,0
Action - 2014 Remaster,Surgeon,3WQBexkFPRa1u1k0b9F3nu,0.9,0.88,1,-4.48,1,0.325,0.0952,0.872,0.102,0.25,135.073,Not Hot,5,0
Bar da Noite,Maria Bethânia,5pPzzsa9g8Y4GU1qOlkSvm,0.489,0.0263,0,-19.273,1,0.05,0.872,0.0,0.128,0.174,87.962,Not Hot,6,0
Fitoor,Mithoon;Arijit Singh;Neeti Mohan;Karan Malhotra,7eNSk0grNnO7MqjLZzs6MM,0.516,0.481,0,-9.234,1,0.0433,0.819,2.87e-06,0.0893,0.212,138.997,Not Hot,6,0
The Kneeling Drunkard's Plea,The Louvin Brothers,1D403LgpMsSbJ1GGx7MHLy,0.564,0.0564,10,-16.949,1,0.0344,0.744,0.0,0.107,0.484,126.274,Not Hot,6,0
CÓMO SE SIENTE - Remix,Jhayco;Bad Bunny,6o83OvL2X2I9YjTreREVX9,0.807,0.606,3,-8.871,0,0.0872,0.0946,0.0,0.119,0.304,92.988,Not Hot,3,0
Switching Sides,Rarin,0BZagFWMAL33p7y6HsL3jT,0.606,0.72,8,-7.586,1,0.115,0.122,0.0,0.11,0.458,85.448,Not Hot,2,0
Mereció la Pena,Cyclo;Piter-G,1Iq0b5lSvnScxlldrQSRPI,0.714,0.762,6,-6.401,1,0.116,0.408,0.0,0.371,0.777,135.103,Not Hot,2,0
The City We Call Home,Icona Pop,2pLGsPKNR52B42vkKEC9tB,0.588,0.606,2,-6.46,1,0.102,0.00786,7.33e-06,0.0679,0.536,155.067,Not Hot,7,0
Down in the DM,DJ Flex;Kyle Edwards,2bRs25TmImvXkYlR3mQhkT,0.839,0.584,5,-10.214,0,0.072,0.238,0.0249,0.112,0.766,152.951,Not Hot,3,0
För en lång lång tid,Håkan Hellström,67f867INYgEaahq90kqeKE,0.453,0.954,2,-3.18,1,0.0521,0.0026,0.0,0.332,0.541,141.291,Not Hot,7,0
Me Apaixonei Pela Pessoa Errada - Ao Vivo,Exaltasamba,02zFCfzkqFwNaZ4f0idBbi,0.403,0.724,2,-8.327,1,0.0391,0.627,0.0,0.958,0.816,159.921,Not Hot,0,0
Volta pro seu Nego,Iguinho e Lulinha,20fpRwOc2gvVM2sbMMipDE,0.642,0.823,7,-4.57,1,0.0323,0.429,1.07e-06,0.281,0.961,152.016,Not Hot,2,0
Sonnathai Seivaar,Gersson Edinbaro,4w9LvWeLKwXJKNtMxqEzff,0.562,0.828,5,-6.462,0,0.204,0.204,0.0,0.089,0.845,103.519,Not Hot,3,0
"God Rest Ye, Merry Gentlemen",Kenny Burrell,7tCt1AuiT5RCg1GFrtCDu2,0.334,0.47,7,-12.588,0,0.0322,0.941,0.967,0.127,0.623,51.206,Not Hot,4,0
Lotus,Alan Fitzpatrick;Reset Robot,5I5IM7X9IILbuPoYonLKfv,0.583,0.905,2,-5.781,1,0.0352,0.000923,0.909,0.111,0.0346,134.998,Not Hot,5,0
Trust in Me,The Dead Brothers,0tyFUPmOILE7ZqiM9r81Vn,0.534,0.483,10,-9.487,0,0.0454,0.445,0.0759,0.211,0.344,81.022,Not Hot,3,0
Rihaee,Suzonn,4y2QEmnp3DRgXjdbZfUs3X,0.767,0.125,5,-18.247,1,0.0399,0.982,0.0,0.0938,0.838,145.136,Not Hot,6,0
I Like A Sleighride (Jingle Bells),Peggy Lee,080NGR0DEWN6oEzd7oIXtt,0.758,0.451,6,-8.001,1,0.0375,0.75,0.0,0.0503,0.737,122.912,Not Hot,2,0
Mankementje,Cast - Frozen,4xqZ4uWihfEmryrAASlF5y,0.603,0.487,9,-7.855,1,0.165,0.549,0.0,0.285,0.792,109.349,Not Hot,2,0
Closure,Massane;Benjamin Roustaing,4fAOR4ky2Rb9mn2uV5Me8O,0.574,0.803,5,-7.207,0,0.032,0.313,0.547,0.0939,0.0952,123.986,Not Hot,5,0
Bring Me Up,BEC,2dOdWpX2Bipo5suEnchffo,0.848,0.837,8,-9.31,1,0.155,0.0483,0.847,0.112,0.284,133.988,Not Hot,5,0
Tourner Dans Le Vide - Version Orchestrale,Indila,3zlZM4O9Xzfm9T6bGuKTwf,0.329,0.362,6,-10.162,0,0.0325,0.206,0.0,0.151,0.104,59.548,Not Hot,6,0
Musician,Porter Robinson,6uyltToZgo3MDKhCJ7F8Wc,0.617,0.737,1,-5.224,1,0.0321,0.0119,0.0,0.0571,0.522,120.033,Not Hot,2,0
Pirate Baby Shark,Pinkfong,083NgQVgEwEpXrpnz2nr5z,0.751,0.87,7,-3.582,1,0.0796,0.409,4.42e-05,0.315,0.941,115.032,Not Hot,2,0
Clap,Armin van Buuren,2HXWW3EM1SkQGMI2XvAZLW,0.646,0.971,9,-3.417,1,0.135,0.00776,0.588,0.411,0.122,130.218,Not Hot,5,0
Laying on a Tree (Extended Version),Melorman,0GeAQxvo05osGBG1SGURLW,0.496,0.404,11,-9.096,0,0.143,0.319,0.16,0.109,0.066,179.979,Not Hot,7,0
Have I Told You Lately That I Love You - Acoustic,John Adams,4XqFl2hYwxBSVWhCG2oPUA,0.58,0.188,9,-9.34,1,0.0511,0.935,0.0,0.264,0.431,121.648,Not Hot,6,0
Juárez,Acerina Y Su Danzonera,3RlRPLi8qkxiFDfWejKENv,0.486,0.282,7,-13.991,1,0.0634,0.604,0.19,0.281,0.879,120.695,Not Hot,6,0
Vi ska gå hand i hand - 2000 Remaster,Gunnar Wiklund,3NJ2DIz6QVFQ90pKT2HhEk,0.51,0.479,9,-6.726,1,0.0239,0.521,0.0,0.077,0.84,81.074,Not Hot,2,0
Maha-Kali,Dissection,2xM5sYHiXYo2baYbC3tiC2,0.569,0.836,1,-4.912,0,0.0296,4.69e-05,0.0862,0.1,0.655,109.01,Not Hot,3,0
Poli Saanam,Rakz Radiant;Arcado;Jay Stellar,6apkuC8O7MSZYw8YoxtC1U,0.558,0.738,1,-4.767,1,0.204,0.141,0.0,0.0783,0.57,96.93,Not Hot,2,0
Fix You,Sweet Little Band,0HfqLMwg9U2zClXoVOhcCr,0.296,0.178,3,-15.327,1,0.0363,0.962,0.94,0.105,0.158,135.653,Not Hot,4,0
Kyon Hawa,Madan Mohan;Yash Chopra;Lata Mangeshkar;Sonu Nigam;Javed Akhtar,2cNeEQhITgmjkk5SHd5IXY,0.363,0.493,9,-8.286,1,0.0408,0.604,8.75e-05,0.0989,0.384,146.794,Not Hot,6,0
心 - Live,my little airport,4rHl8WmYkjwvkujjjc1cBi,0.447,0.351,0,-15.97,1,0.0513,0.555,0.127,0.698,0.207,120.333,Not Hot,0,0
Khone Do,Prateek Kuhad,0eei3Q3RLKtA9HkvYCQC7t,0.514,0.123,10,-11.512,1,0.0379,0.851,0.0394,0.127,0.169,122.782,Not Hot,6,0
Nuestra Promesa,Dúo Hnos. Gaitán Castro,5p44ydMYAmHKgIh6Efa4Fe,0.598,0.628,6,-4.318,0,0.0437,0.702,0.00279,0.114,0.726,78.479,Not Hot,3,0
Kill tha Noise,Promo,63cP6Urg4CgLfmTunnvbha,0.626,0.965,11,-4.368,0,0.0815,0.00438,0.827,0.648,0.362,92.907,Not Hot,5,0
In The Name Of Love (Acoustic),Gavin Mikhail;The Cameron Collective,3V6pjN89k3xSkmbsfQTko6,0.615,0.483,5,-5.334,1,0.0351,0.892,0.0,0.175,0.503,133.917,Not Hot,6,0
Fully Chop Chop,Takeova,1f5ywn28N8Ji8kwFSwK6lz,0.848,0.605,9,-6.253,0,0.176,0.0427,3.76e-06,0.162,0.437,110.043,Not Hot,3,0
"Carmen: ""Danse des gitans""",Georges Bizet;Francesco Verzillo;Danilo Dellepiane,31weWETfEZxvFORVi9o25F,0.594,0.0852,7,-20.606,1,0.0533,0.994,0.937,0.101,0.626,127.091,Not Hot,4,0
She Loves You - Mono / Remastered,The Beatles,6nEkxYIEnrbYH7h1hJ8Xn6,0.377,0.916,4,-3.199,0,0.0481,0.26,0.0,0.074,0.912,75.533,Not Hot,3,0
Nunca Mi Amor,Enrique Guzman,6yNmMB6Q1GysPt5TziGLhP,0.403,0.448,0,-10.903,1,0.0293,0.467,0.000223,0.115,0.548,104.302,Not Hot,6,0
Autobahntunnelfischmenschen,K.I.Z;Stunna666,5odZSb04gMO8HToe38ylz4,0.826,0.522,2,-9.72,1,0.49,0.0537,8.2e-05,0.675,0.535,144.971,Not Hot,1,0
Another Kaos Beyond Kaos,Derrick May,3frnCVXTeupKdUUJtniIzt,0.796,0.526,1,-13.176,1,0.0857,0.0182,0.687,0.0974,0.473,130.159,Not Hot,5,0
